scorer,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000,DLC_resnet152_TFG Guillermo OtsDec18shuffle1_15000
bodyparts,Up,Up,Up,Down,Down,Down,Left,Left,Left,Right,Right,Right
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,0.0,-1.4788799285888672,0.001311256899498403,0.0,-13.748004913330078,0.0010340189328417182,471.51876068115234,0.0,0.00026515519130043685,0.0,-9.460799217224121,0.0005476481164805591
1,-6.015517234802246,-6.704586029052734,0.0009218577761203051,487.775785446167,-13.748004913330078,0.0004587751463986933,639.6959545612335,0.0,0.00014932906196918339,-3.465102195739746,-16.954425811767578,0.0002791417355183512
2,-6.0155181884765625,-6.704586029052734,0.0009218577761203051,487.775785446167,-19.24488067626953,0.0004061160434503108,641.01771068573,58.80782949924469,0.0001822856138460338,-3.465102195739746,-16.95442771911621,0.0002791414735838771
3,-6.0155181884765625,-6.704586029052734,0.0009218582417815924,-3.755110263824463,-19.24488067626953,0.000488387537188828,641.7450342178345,60.068269960582256,0.0005808975547552109,-3.465102195739746,-16.95442771911621,0.0002791414735838771
4,-6.0155181884765625,-6.704586029052734,0.0009218577761203051,-3.755110263824463,-19.24488067626953,0.00040611621807329357,641.7450342178345,91.2084755897522,0.00046223599929362535,-3.465102195739746,-16.954425811767578,0.0002791417355183512
5,-6.0155181884765625,-6.704586982727051,0.0009218577761203051,-3.755110263824463,-19.24488067626953,0.00040611621807329357,641.01771068573,91.2084755897522,0.00041299767326563597,-3.465102195739746,-16.95442771911621,0.00037103399517945945
6,-6.0155181884765625,-6.704586029052734,0.0009218582417815924,-3.7551112174987793,-19.24488067626953,0.00040611621807329357,641.7450342178345,91.2084755897522,0.00023525176220573485,-3.465102195739746,-16.95442771911621,0.0003178070764988661
7,-6.0155181884765625,-6.704585075378418,0.0009218577761203051,-3.7551112174987793,-19.24488067626953,0.0004061160434503108,641.0168237686157,121.85117959976196,0.00013883151405025274,-3.465102195739746,-16.954425811767578,0.0002791417355183512
8,-6.0155181884765625,-6.704586029052734,0.0009218582417815924,-3.7551112174987793,-19.24488067626953,0.0004061160434503108,640.4512758255005,169.48058247566223,0.00020332924032118171,-3.465102195739746,-16.954425811767578,0.0002791417355183512
9,-6.0155181884765625,-6.704586982727051,0.0009218577761203051,-3.7551112174987793,-19.24488067626953,0.00040611583972349763,641.0168237686157,169.48058247566223,0.0002227495569968596,-3.465102195739746,-16.95442771911621,0.0002791414735838771
10,-6.0155181884765625,-6.704586029052734,0.0009218577761203051,-3.755110263824463,-19.24488067626953,0.00040835735853761435,641.2820200920105,121.85117959976196,0.00040855302358977497,-3.465102195739746,-16.954425811767578,0.0002791417355183512
11,-6.0155181884765625,-6.704586982727051,0.0009218577761203051,488.51678013801575,-14.862340927124023,0.0004061160434503108,641.2820200920105,123.6113595366478,0.00017917928926181048,-3.465101718902588,-16.954425811767578,0.0002791414735838771
12,-6.0155181884765625,-6.704586982727051,0.0009218577761203051,488.51678013801575,-14.862340927124023,0.0005755756283178926,641.4068465232849,123.6113595366478,0.00025336790713481605,-3.465101718902588,-16.954425811767578,0.00028496942832134664
13,-6.0155181884765625,-6.704586029052734,0.0009218573686666787,488.17440819740295,-15.43577766418457,0.0005554770468734205,641.5911083221436,123.6113595366478,0.00050825480138883,-3.465102195739746,-16.95442771911621,0.00029635775717906654
14,-6.015519142150879,-6.704586029052734,0.0009218582417815924,488.17440819740295,-15.43577766418457,0.0004587692383211106,642.0869560241699,123.6113595366478,0.0003395742387510836,-3.465101718902588,-16.954425811767578,0.0002791414735838771
15,-6.0155181884765625,-6.704586029052734,0.0009218582417815924,-3.7551112174987793,-19.24488067626953,0.00040611621807329357,642.0869560241699,123.6113595366478,0.00030156451975926757,-3.465102195739746,-16.95442771911621,0.0002791417355183512
16,-6.0155181884765625,-6.704586029052734,0.0009218582417815924,-3.7551112174987793,-19.24488067626953,0.00040611621807329357,642.0869560241699,123.45376282930374,0.0003181799838785082,-3.465102195739746,-16.95442771911621,0.0002791417355183512
17,-6.015517234802246,-6.704586029052734,0.0009218573686666787,-3.7551112174987793,-19.24488067626953,0.00040611583972349763,641.8880734443665,123.26716327667236,0.00030203929054550827,-3.465102195739746,-16.95442771911621,0.0002791414735838771
18,-6.0155181884765625,-6.704585075378418,0.0009218577761203051,-3.7551112174987793,-19.24488067626953,0.00040611583972349763,642.1458115577698,122.16585457324982,0.0003176792524755001,-3.465102195739746,-16.95442771911621,0.0002791414735838771
19,-6.015517234802246,-6.704586029052734,0.0009218577761203051,-3.7551093101501465,-19.24488067626953,0.0004130951128900051,642.0880270004272,122.16585457324982,0.0004980350495316088,-3.465102195739746,-16.95442771911621,0.0002791417355183512
20,-6.015517234802246,-6.704585075378418,0.0009218573686666787,637.2772485017776,-19.151952743530273,0.00040611583972349763,642.0880270004272,122.16585457324982,0.0004192178894300014,-3.465102195739746,-16.95442771911621,0.0002791414735838771
21,-6.0155181884765625,-6.704585075378418,0.0009218577761203051,637.2772485017776,-18.584760665893555,0.0004363984626252204,641.4567956924438,92.02229878120124,0.0004670412454288453,-3.465102195739746,-16.954429626464844,0.0002791414735838771
22,-6.0155181884765625,-6.704585075378418,0.0009218577761203051,487.9607334136963,-18.584760665893555,0.0004988907603546977,640.340060710907,91.49682366847992,0.0003303649427834898,-3.465102195739746,-16.954429626464844,0.0002791414735838771
23,-6.0155181884765625,-6.704585075378418,0.0009218577761203051,637.2772485017776,-18.581628799438477,0.0005564423045143485,640.340060710907,152.6569962501526,0.00017865042900666595,-3.465102195739746,-16.954429626464844,0.0002791417355183512
24,-6.0155181884765625,-6.704585075378418,0.0009218582417815924,487.9607334136963,-18.581628799438477,0.0004249846388120204,639.2581195831299,-11.883503913879395,0.00018562620971351862,-3.465104103088379,-16.954429626464844,0.0002791417355183512
